Date,Sort Order,Account,Merchant Name,Amount,Running Balance,Category
7/23/2024,2219,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 07/22,$0.86,$1948.58,
7/23/2024,2220,General Spending - 9875,Online Banking transfer to CHK 3102 Confirmation# XXXXX61178,-$1600.00,$348.58,
7/26/2024,2221,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 07/25,$1.25,$349.83,
7/26/2024,2222,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX43491,$125.00,$474.83,
7/26/2024,2223,General Spending - 9875,Online Banking transfer to CHK 3102 Confirmation# XXXXX81276,-$420.00,$54.83,
7/29/2024,2224,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 07/26,$1.54,$56.37,
7/29/2024,2225,General Spending - 9875,Interest Earned,$0.01,$56.38,
7/29/2024,2226,General Spending - 9875,Monthly Maintenance Fee,-$5.00,$51.38,
7/30/2024,2227,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 07/29,$2.89,$54.27,
8/1/2024,2228,General Spending - 9875,Online Banking transfer to CHK 3102 Confirmation# XXXXX61720,-$40.00,$14.27,
8/2/2024,2229,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/01,$0.50,$14.77,
8/5/2024,2230,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/02,$0.05,$14.82,
8/6/2024,2231,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/05,$0.85,$15.67,
8/7/2024,2232,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/06,$0.53,$16.20,
8/9/2024,2233,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/08,$0.45,$16.65,
8/13/2024,2234,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/12,$0.41,$17.06,
8/16/2024,2235,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX10976,$125.00,$142.06,
8/19/2024,2236,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/16,$0.81,$142.87,
8/20/2024,2237,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/19,$0.95,$143.82,
8/22/2024,2238,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/21,$0.73,$144.55,
8/23/2024,2239,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/22,$0.10,$144.65,
8/23/2024,2240,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX24996,$125.00,$269.65,
8/26/2024,2241,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/23,$0.83,$270.48,
8/27/2024,2242,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/26,$3.34,$273.82,
8/28/2024,2243,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/27,$1.03,$274.85,
8/28/2024,2244,General Spending - 9875,Monthly Maintenance Fee,-$5.00,$269.85,
8/29/2024,2245,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/28,$1.17,$271.02,
8/30/2024,2246,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/29,$1.01,$272.03,
8/30/2024,2247,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX21535,$125.00,$397.03,
9/3/2024,2248,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 08/30,$2.61,$399.64,
9/4/2024,2249,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/03,$2.94,$402.58,
9/5/2024,2250,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/04,$0.43,$403.01,
9/6/2024,2251,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/05,$0.12,$403.13,
9/6/2024,2252,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX16141,$125.00,$528.13,
9/10/2024,2253,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/09,$1.19,$529.32,
9/11/2024,2254,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/10,$0.41,$529.73,
9/12/2024,2255,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/11,$1.48,$531.21,
9/13/2024,2256,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX05605,$125.00,$656.21,
9/19/2024,2257,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/18,$0.82,$657.03,
9/20/2024,2258,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX48449,$125.00,$782.03,
9/24/2024,2259,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/23,$1.05,$783.08,
9/25/2024,2260,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/24,$0.81,$783.89,
9/26/2024,2261,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/25,$2.01,$785.90,
9/26/2024,2262,General Spending - 9875,Monthly Maintenance Fee,-$5.00,$780.90,
9/27/2024,2263,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/26,$3.48,$784.38,
9/27/2024,2264,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX24294,$125.00,$909.38,
9/30/2024,2265,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/27,$0.95,$910.33,
10/1/2024,2266,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 09/30,$2.32,$912.65,
10/2/2024,2267,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/01,$3.14,$915.79,
10/3/2024,2268,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/02,$0.04,$915.83,
10/4/2024,2269,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/03,$1.83,$917.66,
10/4/2024,2270,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX09945,$125.00,$1042.66,
10/7/2024,2271,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/04,$0.30,$1042.96,
10/8/2024,2272,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/07,$3.12,$1046.08,
10/11/2024,2273,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/10,$0.41,$1046.49,
10/11/2024,2274,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX93336,$125.00,$1171.49,
10/17/2024,2275,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/16,$0.01,$1171.50,
10/18/2024,2276,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/17,$3.04,$1174.54,
10/18/2024,2277,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX59396,$125.00,$1299.54,
10/21/2024,2278,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/18,$0.64,$1300.18,
10/22/2024,2279,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/21,$0.99,$1301.17,
10/23/2024,2280,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/22,$0.01,$1301.18,
10/24/2024,2281,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/23,$0.88,$1302.06,
10/25/2024,2282,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/24,$1.12,$1303.18,
10/25/2024,2283,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX35565,$125.00,$1428.18,
10/29/2024,2284,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/28,$2.98,$1431.16,
10/29/2024,2285,General Spending - 9875,Interest Earned,$0.01,$1431.17,
10/30/2024,2286,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/29,$0.41,$1431.58,
10/31/2024,2287,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 10/30,$0.68,$1432.26,
10/31/2024,2288,General Spending - 9875,Online Banking transfer to CHK 3102 Confirmation# XXXXX58990,-$600.00,$832.26,
11/1/2024,2289,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX42106,$125.00,$957.26,
11/5/2024,2290,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 11/04,$0.81,$958.07,
11/7/2024,2291,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 11/06,$0.79,$958.86,
11/8/2024,2292,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX47690,$125.00,$1083.86,
11/13/2024,2293,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 11/12,$0.46,$1084.32,
11/15/2024,2294,General Spending - 9875,Online scheduled transfer from CHK 3102 Confirmation# XXXXX07408,$125.00,$1209.32,
11/19/2024,2295,General Spending - 9875,KEEPTHECHANGE CREDIT FROM ACCT3102 EFFECTIVE 11/18,$0.01,$1209.33,
5/30/2023,2296,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX05225,-$700.00,$300.02,
6/1/2023,2297,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX59845,$100.00,$400.02,
6/13/2023,2298,Vacation Savings - 7344,Interest Earned,$0.01,$400.03,
6/16/2023,2299,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX17259,$100.00,$500.03,
6/26/2023,2300,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX49452,-$200.00,$300.03,
6/30/2023,2301,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX89611,$100.00,$400.03,
7/12/2023,2302,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX45257,-$300.00,$100.03,
7/14/2023,2303,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX22254,$100.00,$200.03,
8/1/2023,2304,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX58472,$100.00,$300.03,
8/7/2023,2305,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX66117,-$250.00,$50.03,
8/16/2023,2306,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX73573,$100.00,$150.03,
8/21/2023,2307,Vacation Savings - 7344,Online Banking transfer from CHK 3102 Confirmation# XXXXX93148,$200.00,$350.03,
9/1/2023,2308,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX76315,$100.00,$450.03,
9/8/2023,2309,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX74159,$50.00,$500.03,
9/15/2023,2310,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX33670,$50.00,$550.03,
9/22/2023,2311,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX41428,$50.00,$600.03,
9/29/2023,2312,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX36859,$50.00,$650.03,
10/6/2023,2313,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX10252,$50.00,$700.03,
10/12/2023,2314,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX58654,-$650.00,$50.03,
10/13/2023,2315,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX72170,$50.00,$100.03,
10/20/2023,2316,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX85919,$50.00,$150.03,
10/25/2023,2317,Vacation Savings - 7344,Online Banking transfer from CHK 3102 Confirmation# XXXXX58819,$150.00,$300.03,
10/25/2023,2318,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX20856,-$150.00,$150.03,
10/27/2023,2319,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX33033,$50.00,$200.03,
11/3/2023,2320,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX38587,$50.00,$250.03,
11/10/2023,2321,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX79006,$50.00,$300.03,
11/17/2023,2322,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX95795,$50.00,$350.03,
11/24/2023,2323,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX41372,$50.00,$400.03,
12/1/2023,2324,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX69955,$50.00,$450.03,
12/8/2023,2325,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX64345,$50.00,$500.03,
12/15/2023,2326,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX25796,$50.00,$550.03,
12/22/2023,2327,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX54232,$50.00,$600.03,
12/29/2023,2328,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX31008,$50.00,$650.03,
1/5/2024,2329,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX63542,$50.00,$700.03,
1/12/2024,2330,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX27084,$50.00,$750.03,
1/12/2024,2331,Vacation Savings - 7344,Interest Earned,$0.01,$750.04,
1/19/2024,2332,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX57977,$50.00,$800.04,
1/26/2024,2333,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX40546,$50.00,$850.04,
2/2/2024,2334,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX58280,$50.00,$900.04,
2/9/2024,2335,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX63253,$50.00,$950.04,
2/12/2024,2336,Vacation Savings - 7344,Interest Earned,$0.01,$950.05,
2/16/2024,2337,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX60496,$50.00,$1000.05,
2/23/2024,2338,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX43950,$50.00,$1050.05,
3/1/2024,2339,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX42563,$50.00,$1100.05,
3/8/2024,2340,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX28277,$50.00,$1150.05,
3/13/2024,2341,Vacation Savings - 7344,Interest Earned,$0.01,$1150.06,
3/15/2024,2342,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX98467,$50.00,$1200.06,
3/22/2024,2343,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX32395,$50.00,$1250.06,
3/29/2024,2344,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX91860,$50.00,$1300.06,
4/5/2024,2345,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX25990,$50.00,$1350.06,
4/9/2024,2346,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX80491,-$1050.00,$300.06,
4/12/2024,2347,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX47470,$50.00,$350.06,
4/12/2024,2348,Vacation Savings - 7344,Interest Earned,$0.01,$350.07,
4/15/2024,2349,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$342.07,
4/19/2024,2350,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX36437,$50.00,$392.07,
4/26/2024,2351,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX26258,$50.00,$442.07,
5/3/2024,2352,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX45010,$50.00,$492.07,
5/10/2024,2353,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX02116,$50.00,$542.07,
5/10/2024,2354,Vacation Savings - 7344,Bank of America Credit Card Bill Payment,-$466.26,$75.81,
5/15/2024,2355,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$67.81,
5/17/2024,2356,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX18130,$50.00,$117.81,
5/21/2024,2357,Vacation Savings - 7344,Bank of America DES:CASHREWARD ID:MEAD INDN:XXXXX0061XXXXX98XXXXX0 CO ID:XXXXX90310 PPD,$119.44,$237.25,
5/24/2024,2358,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX96255,$50.00,$287.25,
5/31/2024,2359,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX38415,$50.00,$337.25,
6/7/2024,2360,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX93131,$50.00,$387.25,
6/12/2024,2361,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$379.25,
6/14/2024,2362,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX06402,$50.00,$429.25,
6/21/2024,2363,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX87670,$50.00,$479.25,
6/28/2024,2364,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX90410,$50.00,$529.25,
7/5/2024,2365,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX33076,$50.00,$579.25,
7/12/2024,2366,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX58696,$50.00,$629.25,
7/16/2024,2367,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$621.25,
7/19/2024,2368,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX55893,$50.00,$671.25,
7/23/2024,2369,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX82618,-$600.00,$71.25,
7/26/2024,2370,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX43490,$50.00,$121.25,
8/1/2024,2371,Vacation Savings - 7344,Online Banking transfer to CHK 3102 Confirmation# XXXXX55834,-$110.00,$11.25,
8/2/2024,2372,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX13202,$50.00,$61.25,
8/9/2024,2373,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX22951,$50.00,$111.25,
8/15/2024,2374,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$103.25,
8/16/2024,2375,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX10975,$50.00,$153.25,
8/23/2024,2376,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX24995,$50.00,$203.25,
8/30/2024,2377,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX21534,$50.00,$253.25,
9/6/2024,2378,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX16140,$50.00,$303.25,
9/13/2024,2379,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX05604,$50.00,$353.25,
9/13/2024,2380,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$345.25,
9/20/2024,2381,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX48448,$50.00,$395.25,
9/27/2024,2382,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX24293,$50.00,$445.25,
10/4/2024,2383,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX09944,$50.00,$495.25,
10/11/2024,2384,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX93335,$50.00,$545.25,
10/16/2024,2385,Vacation Savings - 7344,Monthly Maintenance Fee,-$8.00,$537.25,
10/18/2024,2386,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX59395,$50.00,$587.25,
10/25/2024,2387,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX35564,$50.00,$637.25,
11/1/2024,2388,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX42105,$50.00,$687.25,
11/8/2024,2389,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX47689,$50.00,$737.25,
11/15/2024,2390,Vacation Savings - 7344,Online scheduled transfer from CHK 3102 Confirmation# XXXXX07407,$50.00,$787.25,
11/25/2023,2921,Primary Credit - 5496,Online payment from CHK 3102,-$137.67,-$1344.99,
11/24/2023,2920,Primary Credit - 5496,Online payment from CHK 7139,-$1207.32,-$1207.32,
11/22/2023,2919,Primary Credit - 5496,THE HOME DEPOT #2707 ROSEVILLE MI,$37.22,$0.00,
11/21/2023,2918,Primary Credit - 5496,Online payment from CHK 7139,-$46.82,-$37.22,
11/21/2023,2917,Primary Credit - 5496,CONTINENTAL SERVICE WARREN MI,$2.40,$9.60,
11/21/2023,2916,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$7.20,
11/21/2023,2915,Primary Credit - 5496,HOLLYWOOD SUPERMARKET #6 ROCHESTER HLSMI,$18.77,$2.63,
11/21/2023,2914,Primary Credit - 5496,Subway 52751 Warren MI,$7.20,-$16.14,
11/20/2023,2913,Primary Credit - 5496,Online payment from CHK 3102,-$1017.96,-$23.34,
11/20/2023,2912,Primary Credit - 5496,MEIJER # 145 FRASER MI,$31.98,$994.62,
11/20/2023,2911,Primary Credit - 5496,TST* THE MELTING POT - TRTROY MI,$71.55,$962.64,
11/20/2023,2910,Primary Credit - 5496,TST* LUCKY BRUNCH Sterling HeigMI,$28.88,$891.09,
11/20/2023,2909,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$2.09,$862.21,
11/18/2023,2908,Primary Credit - 5496,JIMMY JOHNS 2184 WARREN MI,$9.95,$860.12,
11/18/2023,2907,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$1.09,$850.17,
11/17/2023,2906,Primary Credit - 5496,LITTLE JOE'S CONEY ISL WARREN MI,$24.43,$849.08,
11/16/2023,2905,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$824.65,
11/16/2023,2904,Primary Credit - 5496,KIT CHEN THAI BY TOEY WARREN MI,$12.76,$820.08,
11/15/2023,2903,Primary Credit - 5496,GRAND TAVERN ROCHESTER HILMI,$27.03,$807.32,
11/15/2023,2902,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$780.29,
11/15/2023,2901,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$2.09,$775.72,
11/15/2023,2900,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$2.49,$773.63,
11/14/2023,2899,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$771.14,
11/13/2023,2898,Primary Credit - 5496,OFFICEMAX/DEPOT 6097 CLINTON TOWNSMI,$17.96,$766.57,
11/13/2023,2897,Primary Credit - 5496,THE UPS STORE 7776 571-2656352 MI,$14.99,$748.61,
11/13/2023,2896,Primary Credit - 5496,MR CS CAR WASH NUMBER 8 SHELBY TOWNSHMI,$9.00,$733.62,
11/13/2023,2895,Primary Credit - 5496,SPEEDWAY 02322 26 MILE WAWASHINGTON MI,$46.30,$724.62,
11/11/2023,2894,Primary Credit - 5496,SAGANO BISTRO III CLARKSTON MI,$8.00,$678.32,
11/11/2023,2893,Primary Credit - 5496,SQ *BEHAVIORAL MEDICAL CETroy MI,$94.40,$670.32,
11/10/2023,2892,Primary Credit - 5496,HIBACHI BUFFET STERLING HSTERLING HEIGMI,$20.03,$575.92,
11/10/2023,2891,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$555.89,
11/9/2023,2890,Primary Credit - 5496,Subway 52751 Warren MI,$7.20,$551.32,
11/9/2023,2889,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$2.49,$544.12,
11/8/2023,2888,Primary Credit - 5496,KIT CHEN THAI BY TOEY WARREN MI,$11.66,$541.63,
11/7/2023,2887,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$529.97,
11/6/2023,2886,Primary Credit - 5496,CLASSIC FAMILY GRILL FRASER MI,$26.66,$525.40,
11/6/2023,2885,Primary Credit - 5496,HUNTINGTON PLACE CONC DETROIT MI,$18.00,$498.74,
11/6/2023,2884,Primary Credit - 5496,HUNTINGTON PLACE CONC DETROIT MI,$7.00,$480.74,
11/6/2023,2883,Primary Credit - 5496,SQ *APOCALYSS Detroit MI,$106.00,$473.74,
11/6/2023,2882,Primary Credit - 5496,SQ *OTOTOBO Detroit MI,$26.50,$367.74,
11/6/2023,2881,Primary Credit - 5496,PP*KAWAII CATCHERS CANTON OH,$10.00,$341.24,
11/6/2023,2880,Primary Credit - 5496,SQ *TRIFORGE LASER DESIGNSAINT CLAIR SMI,$20.00,$331.24,
11/6/2023,2879,Primary Credit - 5496,SQ *PURPLE PLUM INC Detroit MI,$10.60,$311.24,
11/6/2023,2878,Primary Credit - 5496,MARATHON PETRO112276N ST FRASER MI,$45.76,$300.64,
11/6/2023,2877,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$4.68,$254.88,
11/4/2023,2876,Primary Credit - 5496,SQ *GAMES4LIFE LAKE ORION MI,$10.60,$250.20,
11/4/2023,2875,Primary Credit - 5496,CONTINENTAL SERVICE WARREN MI,$1.65,$239.60,
11/4/2023,2874,Primary Credit - 5496,BUFFALO WILD WINGS 3362 WATERFORD MI,$38.75,$237.95,
11/3/2023,2873,Primary Credit - 5496,CONTINENTAL SERVICE WARREN MI,$1.65,$199.20,
11/3/2023,2872,Primary Credit - 5496,JIMMY JOHNS 2184 WARREN MI,$12.06,$197.55,
11/2/2023,2871,Primary Credit - 5496,GRAND TAVERN ROCHESTER HILMI,$12.72,$185.49,
11/1/2023,2870,Primary Credit - 5496,LOUIES HAM & CORNED BEEF WARREN MI,$16.84,$172.77,
11/1/2023,2869,Primary Credit - 5496,MARKET@WORK 2067379149 RENTON WA,$2.49,$155.93,
10/31/2023,2868,Primary Credit - 5496,CONTINENTAL SERVICE WARREN MI,$1.65,$153.44,
10/31/2023,2867,Primary Credit - 5496,BIGGBY COFFEE #676 586-3829002 MI,$4.57,$151.79,
10/31/2023,2866,Primary Credit - 5496,FOREIGN TRANSACTION FEE,$1.49,$147.22,
